"Countries","ResidualCorrelation"
"CABOVERDE (OLS) and LIBERIA (NLS-2)",0.167660475988358
"CAMEROON (NLS-1) and LIBERIA (NLS-2)",0.234255631269283
"CAR (NLS-2) and LIBERIA (NLS-2)",0.0598229408951139
"CHAD (NLS-1) and LIBERIA (NLS-2)",0.138704207566227
"COMOROS (NLS-1) and LIBERIA (NLS-2)",-0.1173697073235
"CONGODR (NLS-2) and LIBERIA (NLS-2)",0.187475460762254
"CONGOREPUB (NLS-1) and LIBERIA (NLS-2)",-0.000620381166119539
"DJIBOUTI (NLS-1) and LIBERIA (NLS-2)",-0.0844894684187362
"EGYPT (NLS-1) and LIBERIA (NLS-2)",-0.108464408376141
"EQGUINEA (NLS-2) and LIBERIA (NLS-2)",0.348877383573549
"ERITREA (OLS) and LIBERIA (NLS-2)",0.0113183841864341
"ETHIOPIA (NLS-2) and LIBERIA (NLS-2)",0.0436524150737761
"GABON (NLS-1) and LIBERIA (NLS-2)",0.109283620336703
"GAMBIA (NLS-1) and LIBERIA (NLS-2)",-0.163201560053367
"GHANA (OLS) and LIBERIA (NLS-2)",0.157561673696831
"GUINEA (NLS-1) and LIBERIA (NLS-2)",0.0502678054526468
"GUINEABISSAU (NLS-1) and LIBERIA (NLS-2)",-0.0703797227138681
"IVORYCOAST (NLS-1) and LIBERIA (NLS-2)",0.0498771870620953
"KENYA (NLS-1) and LIBERIA (NLS-2)",-0.0359068058133374
"LESOTHO (NLS-1) and LIBERIA (NLS-2)",0.128074751075062
"ALGERIA (NLS-1) and LIBYA (NLS-2)",0.115237125963469
"ANGOLA (OLS) and LIBYA (NLS-2)",0.137834617758827
"BENIN (NLS-1) and LIBYA (NLS-2)",-0.0860736573340102
"BOTSWANA (NLS-1) and LIBYA (NLS-2)",0.153468611335974
"BURKINAFASO (NLS-1) and LIBYA (NLS-2)",0.0901250766891094
"BURUNDI (NLS-1) and LIBYA (NLS-2)",-0.209839727798221
"CABOVERDE (OLS) and LIBYA (NLS-2)",-0.133173216437941
"CAMEROON (NLS-1) and LIBYA (NLS-2)",0.00692319948926952
"CAR (NLS-2) and LIBYA (NLS-2)",-0.0356812983526
"CHAD (NLS-1) and LIBYA (NLS-2)",0.091122236262142
"COMOROS (NLS-1) and LIBYA (NLS-2)",-0.107062047267661
"CONGODR (NLS-2) and LIBYA (NLS-2)",0.0676516293881659
"CONGOREPUB (NLS-1) and LIBYA (NLS-2)",0.0439343354005395
"DJIBOUTI (NLS-1) and LIBYA (NLS-2)",0.0230160944298338
"EGYPT (NLS-1) and LIBYA (NLS-2)",0.232716752908382
"EQGUINEA (NLS-2) and LIBYA (NLS-2)",0.0704139110381991
"ERITREA (OLS) and LIBYA (NLS-2)",-0.262440073767224
"ETHIOPIA (NLS-2) and LIBYA (NLS-2)",-0.163379067468167
"GABON (NLS-1) and LIBYA (NLS-2)",0.100967604403311
"GAMBIA (NLS-1) and LIBYA (NLS-2)",0.203911577094541
"GHANA (OLS) and LIBYA (NLS-2)",-0.179436348017222
"GUINEA (NLS-1) and LIBYA (NLS-2)",-0.0347806751652386
"GUINEABISSAU (NLS-1) and LIBYA (NLS-2)",-0.250291621429305
"IVORYCOAST (NLS-1) and LIBYA (NLS-2)",0.069632438233207
"KENYA (NLS-1) and LIBYA (NLS-2)",0.185975013180336
"LESOTHO (NLS-1) and LIBYA (NLS-2)",0.123177242826328
"LIBERIA (NLS-2) and LIBYA (NLS-2)",-0.078966403366257
"ALGERIA (NLS-1) and MADAGASCAR (NLS-1)",0.0364830500256555
"ANGOLA (OLS) and MADAGASCAR (NLS-1)",0.289701649352329
"BENIN (NLS-1) and MADAGASCAR (NLS-1)",-0.10321851842317
"BOTSWANA (NLS-1) and MADAGASCAR (NLS-1)",-0.00341617114257319
"BURKINAFASO (NLS-1) and MADAGASCAR (NLS-1)",0.0313278493297324
"BURUNDI (NLS-1) and MADAGASCAR (NLS-1)",-0.0419391296446511
"CABOVERDE (OLS) and MADAGASCAR (NLS-1)",-0.108148846431655
"CAMEROON (NLS-1) and MADAGASCAR (NLS-1)",-0.129406429535793
"CAR (NLS-2) and MADAGASCAR (NLS-1)",-0.0120379736279276
"CHAD (NLS-1) and MADAGASCAR (NLS-1)",-0.0356310653824775
"COMOROS (NLS-1) and MADAGASCAR (NLS-1)",0.0830875172219995
"CONGODR (NLS-2) and MADAGASCAR (NLS-1)",0.0200398261535234
"CONGOREPUB (NLS-1) and MADAGASCAR (NLS-1)",0.0845499779160914
"DJIBOUTI (NLS-1) and MADAGASCAR (NLS-1)",0.114914286960181
"EGYPT (NLS-1) and MADAGASCAR (NLS-1)",0.299577389882892
"EQGUINEA (NLS-2) and MADAGASCAR (NLS-1)",0.130214950952985
"ERITREA (OLS) and MADAGASCAR (NLS-1)",-0.101749454783003
"ETHIOPIA (NLS-2) and MADAGASCAR (NLS-1)",0.28851112546364
"GABON (NLS-1) and MADAGASCAR (NLS-1)",-0.0426439168741735
"GAMBIA (NLS-1) and MADAGASCAR (NLS-1)",0.182571146838622
"GHANA (OLS) and MADAGASCAR (NLS-1)",0.095661023807698
"GUINEA (NLS-1) and MADAGASCAR (NLS-1)",0.0343748253322214
"GUINEABISSAU (NLS-1) and MADAGASCAR (NLS-1)",-0.193066272861899
"IVORYCOAST (NLS-1) and MADAGASCAR (NLS-1)",0.0371830700598902
"KENYA (NLS-1) and MADAGASCAR (NLS-1)",0.0755112870665634
"LESOTHO (NLS-1) and MADAGASCAR (NLS-1)",0.0735771266671563
"LIBERIA (NLS-2) and MADAGASCAR (NLS-1)",-0.0943144193092504
"LIBYA (NLS-2) and MADAGASCAR (NLS-1)",0.0516009712103511
"ALGERIA (NLS-1) and MALAWI (NLS-1)",0.0156987837909437
"ANGOLA (OLS) and MALAWI (NLS-1)",-0.00579005728750693
"BENIN (NLS-1) and MALAWI (NLS-1)",0.0446678111842084
"BOTSWANA (NLS-1) and MALAWI (NLS-1)",0.0549356591521038
"BURKINAFASO (NLS-1) and MALAWI (NLS-1)",0.145678832585206
"BURUNDI (NLS-1) and MALAWI (NLS-1)",-0.218460664213411
"CABOVERDE (OLS) and MALAWI (NLS-1)",-0.122240441836055
"CAMEROON (NLS-1) and MALAWI (NLS-1)",0.118517661774704
"CAR (NLS-2) and MALAWI (NLS-1)",-0.0348965815640499
"CHAD (NLS-1) and MALAWI (NLS-1)",-0.143642672316439
"COMOROS (NLS-1) and MALAWI (NLS-1)",0.117627950837149
"CONGODR (NLS-2) and MALAWI (NLS-1)",0.0897178937573378
"CONGOREPUB (NLS-1) and MALAWI (NLS-1)",0.0462376433629545
"DJIBOUTI (NLS-1) and MALAWI (NLS-1)",-0.224615289136973
"EGYPT (NLS-1) and MALAWI (NLS-1)",-0.116970113440488
"EQGUINEA (NLS-2) and MALAWI (NLS-1)",-0.0571902552162569
"ERITREA (OLS) and MALAWI (NLS-1)",-0.216790424185954
"ETHIOPIA (NLS-2) and MALAWI (NLS-1)",0.0176395607528978
"GABON (NLS-1) and MALAWI (NLS-1)",-0.00350922318710557
"GAMBIA (NLS-1) and MALAWI (NLS-1)",-0.141547168909019
"GHANA (OLS) and MALAWI (NLS-1)",-0.146767783007606
"GUINEA (NLS-1) and MALAWI (NLS-1)",-0.0934160594436658
"GUINEABISSAU (NLS-1) and MALAWI (NLS-1)",-0.127785437965595
"IVORYCOAST (NLS-1) and MALAWI (NLS-1)",-0.109101507333375
"KENYA (NLS-1) and MALAWI (NLS-1)",0.264918071016748
"LESOTHO (NLS-1) and MALAWI (NLS-1)",-0.144683894549895
"LIBERIA (NLS-2) and MALAWI (NLS-1)",0.0862685015739291
"LIBYA (NLS-2) and MALAWI (NLS-1)",-0.0950182445535751
"MADAGASCAR (NLS-1) and MALAWI (NLS-1)",-0.149140078431476
"ALGERIA (NLS-1) and MALI (NLS-1)",0.22788104100213
"ANGOLA (OLS) and MALI (NLS-1)",0.00535093666927698
"BENIN (NLS-1) and MALI (NLS-1)",-0.142803962851839
"BOTSWANA (NLS-1) and MALI (NLS-1)",0.163300597585158
"BURKINAFASO (NLS-1) and MALI (NLS-1)",0.159299252704291
"BURUNDI (NLS-1) and MALI (NLS-1)",0.185606274089203
"CABOVERDE (OLS) and MALI (NLS-1)",0.077694567499009
"CAMEROON (NLS-1) and MALI (NLS-1)",0.145506107753165
"CAR (NLS-2) and MALI (NLS-1)",0.0858807506837251
"CHAD (NLS-1) and MALI (NLS-1)",-0.0256687799958136
"COMOROS (NLS-1) and MALI (NLS-1)",-0.158023924343291
"CONGODR (NLS-2) and MALI (NLS-1)",-0.134401902990684
"CONGOREPUB (NLS-1) and MALI (NLS-1)",-0.571972513808735
"DJIBOUTI (NLS-1) and MALI (NLS-1)",0.0527252254578513
"EGYPT (NLS-1) and MALI (NLS-1)",0.044867799915691
"EQGUINEA (NLS-2) and MALI (NLS-1)",0.0206248481802436
"ERITREA (OLS) and MALI (NLS-1)",0.03876112755658
"ETHIOPIA (NLS-2) and MALI (NLS-1)",-0.140938258000967
"GABON (NLS-1) and MALI (NLS-1)",0.0354990965195872
"GAMBIA (NLS-1) and MALI (NLS-1)",0.0727594061823633
"GHANA (OLS) and MALI (NLS-1)",-0.255839023266006
"GUINEA (NLS-1) and MALI (NLS-1)",0.0199904192214303
"GUINEABISSAU (NLS-1) and MALI (NLS-1)",-0.170814556232667
"IVORYCOAST (NLS-1) and MALI (NLS-1)",0.103657757129098
"KENYA (NLS-1) and MALI (NLS-1)",-0.0892400142777023
"LESOTHO (NLS-1) and MALI (NLS-1)",-0.229473570513815
"LIBERIA (NLS-2) and MALI (NLS-1)",-0.0125546576918292
"LIBYA (NLS-2) and MALI (NLS-1)",-0.0871230363832534
"MADAGASCAR (NLS-1) and MALI (NLS-1)",0.0389110446168931
"MALAWI (NLS-1) and MALI (NLS-1)",-0.0787068547010858
"ALGERIA (NLS-1) and MAURITANIA (OLS)",0.154332752806767
"ANGOLA (OLS) and MAURITANIA (OLS)",0.083219157163865
"BENIN (NLS-1) and MAURITANIA (OLS)",0.0909436420559271
"BOTSWANA (NLS-1) and MAURITANIA (OLS)",0.0370722824486774
"BURKINAFASO (NLS-1) and MAURITANIA (OLS)",0.309393217524298
"BURUNDI (NLS-1) and MAURITANIA (OLS)",-0.0269125097932746
"CABOVERDE (OLS) and MAURITANIA (OLS)",0.267864167667277
"CAMEROON (NLS-1) and MAURITANIA (OLS)",-0.140367240810382
"CAR (NLS-2) and MAURITANIA (OLS)",-0.175712295217856
"CHAD (NLS-1) and MAURITANIA (OLS)",-0.103014752269568
"COMOROS (NLS-1) and MAURITANIA (OLS)",-0.058334611527318
"CONGODR (NLS-2) and MAURITANIA (OLS)",-0.026748527025682
"CONGOREPUB (NLS-1) and MAURITANIA (OLS)",-0.192492907417462
"DJIBOUTI (NLS-1) and MAURITANIA (OLS)",-0.0606149190991782
"EGYPT (NLS-1) and MAURITANIA (OLS)",0.162626202455989
"EQGUINEA (NLS-2) and MAURITANIA (OLS)",-0.240903642317264
"ERITREA (OLS) and MAURITANIA (OLS)",-0.131389445152529
"ETHIOPIA (NLS-2) and MAURITANIA (OLS)",0.335857714455377
"GABON (NLS-1) and MAURITANIA (OLS)",0.116579960942021
"GAMBIA (NLS-1) and MAURITANIA (OLS)",0.0194090560212757
"GHANA (OLS) and MAURITANIA (OLS)",0.108065143224111
"GUINEA (NLS-1) and MAURITANIA (OLS)",0.0443342317436765
"GUINEABISSAU (NLS-1) and MAURITANIA (OLS)",-0.0492448594805506
"IVORYCOAST (NLS-1) and MAURITANIA (OLS)",0.0289746759419641
"KENYA (NLS-1) and MAURITANIA (OLS)",-0.0756159213345472
"LESOTHO (NLS-1) and MAURITANIA (OLS)",0.0886756400296694
"LIBERIA (NLS-2) and MAURITANIA (OLS)",-0.000703491718049659
"LIBYA (NLS-2) and MAURITANIA (OLS)",-0.0409503734876401
"MADAGASCAR (NLS-1) and MAURITANIA (OLS)",0.0921626442316023
"MALAWI (NLS-1) and MAURITANIA (OLS)",-0.0461865903386688
"MALI (NLS-1) and MAURITANIA (OLS)",0.0847638260675139
"ALGERIA (NLS-1) and MAURITIUS (OLS)",0.147258923698467
"ANGOLA (OLS) and MAURITIUS (OLS)",-0.0391756467952123
"BENIN (NLS-1) and MAURITIUS (OLS)",0.0113686744408015
"BOTSWANA (NLS-1) and MAURITIUS (OLS)",-0.00508661236820484
"BURKINAFASO (NLS-1) and MAURITIUS (OLS)",0.102918380378071
"BURUNDI (NLS-1) and MAURITIUS (OLS)",0.0330261716738854
"CABOVERDE (OLS) and MAURITIUS (OLS)",0.0558132343055147
"CAMEROON (NLS-1) and MAURITIUS (OLS)",0.187974788799549
"CAR (NLS-2) and MAURITIUS (OLS)",0.074750439380053
"CHAD (NLS-1) and MAURITIUS (OLS)",-0.0329959012888491
"COMOROS (NLS-1) and MAURITIUS (OLS)",-0.0683082034853476
"CONGODR (NLS-2) and MAURITIUS (OLS)",-0.113790014386881
"CONGOREPUB (NLS-1) and MAURITIUS (OLS)",0.00727487386429571
"DJIBOUTI (NLS-1) and MAURITIUS (OLS)",0.0433886264194262
"EGYPT (NLS-1) and MAURITIUS (OLS)",-0.319057416799228
"EQGUINEA (NLS-2) and MAURITIUS (OLS)",-0.13966346963704
"ERITREA (OLS) and MAURITIUS (OLS)",0.17837304677903
"ETHIOPIA (NLS-2) and MAURITIUS (OLS)",-0.0164744506396302
"GABON (NLS-1) and MAURITIUS (OLS)",-0.0334798521467422
"GAMBIA (NLS-1) and MAURITIUS (OLS)",0.0367838094795559
"GHANA (OLS) and MAURITIUS (OLS)",-0.0896918177412407
"GUINEA (NLS-1) and MAURITIUS (OLS)",-0.0767046833372504
"GUINEABISSAU (NLS-1) and MAURITIUS (OLS)",0.258201612927902
"IVORYCOAST (NLS-1) and MAURITIUS (OLS)",0.222037311093968
"KENYA (NLS-1) and MAURITIUS (OLS)",0.0354274874254452
"LESOTHO (NLS-1) and MAURITIUS (OLS)",-0.0130360181579003
"LIBERIA (NLS-2) and MAURITIUS (OLS)",-0.0365877341274144
"LIBYA (NLS-2) and MAURITIUS (OLS)",-0.042754830075716
"MADAGASCAR (NLS-1) and MAURITIUS (OLS)",-0.374747552493903
"MALAWI (NLS-1) and MAURITIUS (OLS)",0.0489252268872788
"MALI (NLS-1) and MAURITIUS (OLS)",0.0754033665145628
"MAURITANIA (OLS) and MAURITIUS (OLS)",-0.103140476944995
"ALGERIA (NLS-1) and MOROCCO (NLS-1)",0.22280506722909
"ANGOLA (OLS) and MOROCCO (NLS-1)",0.393802317072167
"BENIN (NLS-1) and MOROCCO (NLS-1)",-0.112372774784517
"BOTSWANA (NLS-1) and MOROCCO (NLS-1)",0.194256895518524
"BURKINAFASO (NLS-1) and MOROCCO (NLS-1)",0.302354660604473
"BURUNDI (NLS-1) and MOROCCO (NLS-1)",-0.0656254385394951
"CABOVERDE (OLS) and MOROCCO (NLS-1)",0.0408020233609263
"CAMEROON (NLS-1) and MOROCCO (NLS-1)",0.259878872165887
"CAR (NLS-2) and MOROCCO (NLS-1)",0.063672499837547
"CHAD (NLS-1) and MOROCCO (NLS-1)",0.289042782401091
"COMOROS (NLS-1) and MOROCCO (NLS-1)",-0.301069376019922
"CONGODR (NLS-2) and MOROCCO (NLS-1)",0.0132970140613754
"CONGOREPUB (NLS-1) and MOROCCO (NLS-1)",-0.232126047434895
"DJIBOUTI (NLS-1) and MOROCCO (NLS-1)",0.237045301400551
"EGYPT (NLS-1) and MOROCCO (NLS-1)",0.200921903352931
"EQGUINEA (NLS-2) and MOROCCO (NLS-1)",-0.0772427588302957
"ERITREA (OLS) and MOROCCO (NLS-1)",0.0247498181636198
"ETHIOPIA (NLS-2) and MOROCCO (NLS-1)",-0.0843974318770281
"GABON (NLS-1) and MOROCCO (NLS-1)",0.232507911047539
"GAMBIA (NLS-1) and MOROCCO (NLS-1)",0.109258061080207
"GHANA (OLS) and MOROCCO (NLS-1)",0.075142639410312
"GUINEA (NLS-1) and MOROCCO (NLS-1)",0.112616213956348
"GUINEABISSAU (NLS-1) and MOROCCO (NLS-1)",-0.239211725223959
"IVORYCOAST (NLS-1) and MOROCCO (NLS-1)",0.105790396415718
"KENYA (NLS-1) and MOROCCO (NLS-1)",-0.0694700911703572
"LESOTHO (NLS-1) and MOROCCO (NLS-1)",-0.112717027909687
"LIBERIA (NLS-2) and MOROCCO (NLS-1)",0.10585736625975
"LIBYA (NLS-2) and MOROCCO (NLS-1)",0.0424196856589686
"MADAGASCAR (NLS-1) and MOROCCO (NLS-1)",-0.0740817969850502
"MALAWI (NLS-1) and MOROCCO (NLS-1)",-0.134166437547718
"MALI (NLS-1) and MOROCCO (NLS-1)",0.360491791106163
"MAURITANIA (OLS) and MOROCCO (NLS-1)",0.139221409290291
"MAURITIUS (OLS) and MOROCCO (NLS-1)",0.0816990274028013
"ALGERIA (NLS-1) and MOZAMBIQUE (NLS-1)",-0.163173744787146
"ANGOLA (OLS) and MOZAMBIQUE (NLS-1)",-0.0195930577604306
"BENIN (NLS-1) and MOZAMBIQUE (NLS-1)",-0.0890563339819175
"BOTSWANA (NLS-1) and MOZAMBIQUE (NLS-1)",0.0527294525028889
"BURKINAFASO (NLS-1) and MOZAMBIQUE (NLS-1)",0.322141942821919
"BURUNDI (NLS-1) and MOZAMBIQUE (NLS-1)",-0.174874700227492
"CABOVERDE (OLS) and MOZAMBIQUE (NLS-1)",0.0770150246398834
"CAMEROON (NLS-1) and MOZAMBIQUE (NLS-1)",-0.17400195586611
"CAR (NLS-2) and MOZAMBIQUE (NLS-1)",-0.0494396646802981
"CHAD (NLS-1) and MOZAMBIQUE (NLS-1)",-0.0440545195334752
"COMOROS (NLS-1) and MOZAMBIQUE (NLS-1)",-0.292867218201171
"CONGODR (NLS-2) and MOZAMBIQUE (NLS-1)",0.171167800007829
"CONGOREPUB (NLS-1) and MOZAMBIQUE (NLS-1)",-0.125449564452817
"DJIBOUTI (NLS-1) and MOZAMBIQUE (NLS-1)",0.00994987040147889
"EGYPT (NLS-1) and MOZAMBIQUE (NLS-1)",-0.197038548160225
"EQGUINEA (NLS-2) and MOZAMBIQUE (NLS-1)",0.253786038767335
"ERITREA (OLS) and MOZAMBIQUE (NLS-1)",-0.0488995401107719
"ETHIOPIA (NLS-2) and MOZAMBIQUE (NLS-1)",0.158833363027633
"GABON (NLS-1) and MOZAMBIQUE (NLS-1)",-0.0193637441399745
"GAMBIA (NLS-1) and MOZAMBIQUE (NLS-1)",-0.161499753051568
"GHANA (OLS) and MOZAMBIQUE (NLS-1)",0.242427541616617
"GUINEA (NLS-1) and MOZAMBIQUE (NLS-1)",0.134571573269928
"GUINEABISSAU (NLS-1) and MOZAMBIQUE (NLS-1)",-0.0178956927485641
"IVORYCOAST (NLS-1) and MOZAMBIQUE (NLS-1)",0.190192552399204
"KENYA (NLS-1) and MOZAMBIQUE (NLS-1)",0.0844004518028409
"LESOTHO (NLS-1) and MOZAMBIQUE (NLS-1)",0.236231663386677
"LIBERIA (NLS-2) and MOZAMBIQUE (NLS-1)",0.174098078802401
"LIBYA (NLS-2) and MOZAMBIQUE (NLS-1)",0.0725560930830929
"MADAGASCAR (NLS-1) and MOZAMBIQUE (NLS-1)",0.0694854509757967
"MALAWI (NLS-1) and MOZAMBIQUE (NLS-1)",-0.120361795497402
"MALI (NLS-1) and MOZAMBIQUE (NLS-1)",0.195578242894081
"MAURITANIA (OLS) and MOZAMBIQUE (NLS-1)",0.3167115061495
"MAURITIUS (OLS) and MOZAMBIQUE (NLS-1)",0.121068926431898
"MOROCCO (NLS-1) and MOZAMBIQUE (NLS-1)",0.0682760790941348
"ALGERIA (NLS-1) and NAMIBIA (NLS-1)",0.178003265089008
"ANGOLA (OLS) and NAMIBIA (NLS-1)",0.234621995408105
"BENIN (NLS-1) and NAMIBIA (NLS-1)",0.0539382677835915
"BOTSWANA (NLS-1) and NAMIBIA (NLS-1)",0.174775524225248
"BURKINAFASO (NLS-1) and NAMIBIA (NLS-1)",0.0874557684439911
"BURUNDI (NLS-1) and NAMIBIA (NLS-1)",0.147381436741113
"CABOVERDE (OLS) and NAMIBIA (NLS-1)",0.0587001635707372
"CAMEROON (NLS-1) and NAMIBIA (NLS-1)",0.226596089236876
"CAR (NLS-2) and NAMIBIA (NLS-1)",0.0313348089438411
"CHAD (NLS-1) and NAMIBIA (NLS-1)",0.0524363561136445
"COMOROS (NLS-1) and NAMIBIA (NLS-1)",-0.041170119406409
"CONGODR (NLS-2) and NAMIBIA (NLS-1)",0.10657006557313
"CONGOREPUB (NLS-1) and NAMIBIA (NLS-1)",-0.000525019152918266
"DJIBOUTI (NLS-1) and NAMIBIA (NLS-1)",-0.039646882291038
"EGYPT (NLS-1) and NAMIBIA (NLS-1)",0.0783502923826259
"EQGUINEA (NLS-2) and NAMIBIA (NLS-1)",0.0692982737362659
"ERITREA (OLS) and NAMIBIA (NLS-1)",-0.110806528062111
"ETHIOPIA (NLS-2) and NAMIBIA (NLS-1)",-0.0704558247210614
"GABON (NLS-1) and NAMIBIA (NLS-1)",-0.110190600289272
"GAMBIA (NLS-1) and NAMIBIA (NLS-1)",-0.0489871413128025
"GHANA (OLS) and NAMIBIA (NLS-1)",0.106345280047281
"GUINEA (NLS-1) and NAMIBIA (NLS-1)",0.00212690584827916
"GUINEABISSAU (NLS-1) and NAMIBIA (NLS-1)",-0.395623734252322
"IVORYCOAST (NLS-1) and NAMIBIA (NLS-1)",0.0746405353549846
"KENYA (NLS-1) and NAMIBIA (NLS-1)",0.0548089646762599
"LESOTHO (NLS-1) and NAMIBIA (NLS-1)",0.174865730131653
"LIBERIA (NLS-2) and NAMIBIA (NLS-1)",0.148088725676497
"LIBYA (NLS-2) and NAMIBIA (NLS-1)",0.0673960536573175
"MADAGASCAR (NLS-1) and NAMIBIA (NLS-1)",-0.00992668435773934
"MALAWI (NLS-1) and NAMIBIA (NLS-1)",0.132351241550307
"MALI (NLS-1) and NAMIBIA (NLS-1)",0.15170336445736
"MAURITANIA (OLS) and NAMIBIA (NLS-1)",0.0637806449403195
"MAURITIUS (OLS) and NAMIBIA (NLS-1)",0.0136755721931415
"MOROCCO (NLS-1) and NAMIBIA (NLS-1)",0.158007311942924
"MOZAMBIQUE (NLS-1) and NAMIBIA (NLS-1)",0.0376124686659364
"ALGERIA (NLS-1) and NIGER (NLS-1)",-0.117200698631347
"ANGOLA (OLS) and NIGER (NLS-1)",0.124876724336029
"BENIN (NLS-1) and NIGER (NLS-1)",-0.0252346435531382
"BOTSWANA (NLS-1) and NIGER (NLS-1)",0.112422474870596
"BURKINAFASO (NLS-1) and NIGER (NLS-1)",0.37297666900616
"BURUNDI (NLS-1) and NIGER (NLS-1)",0.139527575221322
"CABOVERDE (OLS) and NIGER (NLS-1)",0.0353277888839938
"CAMEROON (NLS-1) and NIGER (NLS-1)",0.187122602808874
"CAR (NLS-2) and NIGER (NLS-1)",-0.0942221801864397
"CHAD (NLS-1) and NIGER (NLS-1)",-0.0391822740946949
"COMOROS (NLS-1) and NIGER (NLS-1)",0.0905420075302088
"CONGODR (NLS-2) and NIGER (NLS-1)",0.177380979797774
"CONGOREPUB (NLS-1) and NIGER (NLS-1)",-0.128591199619027
"DJIBOUTI (NLS-1) and NIGER (NLS-1)",-0.130521827474364
"EGYPT (NLS-1) and NIGER (NLS-1)",-0.0556639591192025
"EQGUINEA (NLS-2) and NIGER (NLS-1)",-0.168105159930419
"ERITREA (OLS) and NIGER (NLS-1)",-0.246338921730738
"ETHIOPIA (NLS-2) and NIGER (NLS-1)",-0.0279577955703107
"GABON (NLS-1) and NIGER (NLS-1)",0.0276910499701954
"GAMBIA (NLS-1) and NIGER (NLS-1)",-0.136133023693912
"GHANA (OLS) and NIGER (NLS-1)",0.150916083298909
"GUINEA (NLS-1) and NIGER (NLS-1)",0.106572031341197
"GUINEABISSAU (NLS-1) and NIGER (NLS-1)",-0.119863017599768
"IVORYCOAST (NLS-1) and NIGER (NLS-1)",0.0923218220282869
"KENYA (NLS-1) and NIGER (NLS-1)",0.200740877640805
"LESOTHO (NLS-1) and NIGER (NLS-1)",-0.0764768714085896
"LIBERIA (NLS-2) and NIGER (NLS-1)",0.0601980426638529
"LIBYA (NLS-2) and NIGER (NLS-1)",-0.0234982925806104
"MADAGASCAR (NLS-1) and NIGER (NLS-1)",0.12652145872542
"MALAWI (NLS-1) and NIGER (NLS-1)",-0.0410005942691782
"MALI (NLS-1) and NIGER (NLS-1)",0.28334404064747
"MAURITANIA (OLS) and NIGER (NLS-1)",0.242356426032931
